"hf" "hm" "C" "r" "sf" "sm" "Poly" "eigPoly" "agree"
0.5 0.5 0 0.5 0.539362288545817 0.678889176109806 1 1 1
0.5 0.5 0 0.5 0.0254520955495536 0.810326943872496 0 0 1
0.5 0.5 0 0.5 0.465022034011781 0.73257282236591 1 1 1
0.5 0.5 0 0.5 0.116578969638795 0.953695968957618 0 0 1
0.5 0.5 0 0.5 0.343924827873707 0.112410773057491 0 0 1
0.5 0.5 0 0.5 0.333801328670233 0.0857422982808203 0 0 1
0.5 0.5 0 0.5 0.478305553086102 0.610744220670313 1 1 1
0.5 0.5 0 0.5 0.738579392665997 0.875475134700537 1 1 1
0.5 0.5 0 0.5 0.695815598592162 0.512910155346617 1 0 0
0.5 0.5 0 0.5 0.163845987757668 0.876473263371736 0 0 1
0.5 0.5 0 0.5 0.0384825330693275 0.454802109161392 0 0 1
0.5 0.5 0 0.5 0.0316296012606472 0.767434487817809 0 0 1
0.5 0.5 0 0.5 0.334719244623557 0.942726807901636 0 1 0
0.5 0.5 0 0.5 0.599527138285339 0.321484267245978 0 0 1
0.5 0.5 0 0.5 0.377156858332455 0.539396423380822 1 1 1
0.5 0.5 0 0.5 0.959390480304137 0.211586910532787 0 0 1
0.5 0.5 0 0.5 0.749505246290937 0.31922332639806 0 0 1
0.5 0.5 0 0.5 0.501572497421876 0.35264693107456 1 0 0
0.5 0.5 0 0.5 0.769994460511953 0.662418460240588 1 1 1
0.5 0.5 0 0.5 0.141523235943168 0.123295238940045 1 0 0
0.5 0.5 0 0.5 0.215315554058179 0.19192859204486 1 0 0
0.5 0.5 0 0.5 0.837795285508037 0.984025187557563 1 1 1
0.5 0.5 0 0.5 0.386148030869663 0.264138688798994 0 0 1
0.5 0.5 0 0.5 0.649660092778504 0.237776603084058 0 0 1
0.5 0.5 0 0.5 0.44745036563836 0.982713780133054 0 1 0
0.5 0.5 0 0.5 0.613430853467435 0.418154860846698 1 0 0
0.5 0.5 0 0.5 0.749485111329705 0.631427962332964 1 1 1
0.5 0.5 0 0.5 0.763592371484265 0.387567344587296 0 0 1
0.5 0.5 0 0.5 0.809580330736935 0.985279257176444 1 1 1
0.5 0.5 0 0.5 0.0990821784362197 0.75715378834866 0 0 1
0.5 0.5 0 0.5 0.970292798709124 0.631916971644387 1 1 1
0.5 0.5 0 0.5 0.9717770263087 0.169958636863157 0 0 1
0.5 0.5 0 0.5 0.354747050208971 0.628638486843556 0 1 0
0.5 0.5 0 0.5 0.290871834848076 0.243788004154339 1 0 0
0.5 0.5 0 0.5 0.713322784984484 0.52683189813979 1 1 1
0.5 0.5 0 0.5 0.0439768845681101 0.410083715571091 0 0 1
0.5 0.5 0 0.5 0.669045790098608 0.37773947045207 0 0 1
0.5 0.5 0 0.5 0.636501756263897 0.7218658386264 1 1 1
0.5 0.5 0 0.5 0.230176545679569 0.75037864013575 0 1 0
0.5 0.5 0 0.5 0.362976336618885 0.896223320625722 0 1 0
0.5 0.5 0 0.5 0.516886896919459 0.977030878188089 1 1 1
0.5 0.5 0 0.5 0.780167460208759 0.16809459682554 0 0 1
0.5 0.5 0 0.5 0.950534146511927 0.3172906357795 0 0 1
0.5 0.5 0 0.5 0.654200817458332 0.154687075410038 0 0 1
0.5 0.5 0 0.5 0.0546546801924706 0.597663626540452 0 0 1
0.5 0.5 0 0.5 0.231703845085576 0.997958182357252 0 0 1
0.5 0.5 0 0.5 0.698147577466443 0.816968904575333 1 1 1
0.5 0.5 0 0.5 0.397281649755314 0.245511463377625 0 0 1
0.5 0.5 0 0.5 0.450524717336521 0.633886511437595 1 1 1
0.5 0.5 0 0.5 0.853156646946445 0.40248059364967 0 0 1
0.5 0.5 0 0.5 0.696237760595977 0.0676068714819849 0 0 1
0.5 0.5 0 0.5 0.82753208023496 0.381553960032761 0 0 1
0.5 0.5 0 0.5 0.981724097393453 0.362860081717372 0 0 1
0.5 0.5 0 0.5 0.885518411174417 0.107258211355656 0 0 1
0.5 0.5 0 0.5 0.110543678048998 0.524328798986971 0 0 1
0.5 0.5 0 0.5 0.958561138948426 0.389792324276641 0 0 1
0.5 0.5 0 0.5 0.910702428314835 0.0727712281513959 0 0 1
0.5 0.5 0 0.5 0.836311329854652 0.768763357773423 1 1 1
0.5 0.5 0 0.5 0.326791162835434 0.206266138702631 0 0 1
0.5 0.5 0 0.5 0.8215959854424 0.683034595800564 1 1 1
0.5 0.5 0 0.5 0.752670449437574 0.700624855002388 1 1 1
0.5 0.5 0 0.5 0.662618438480422 0.362739902222529 0 0 1
0.5 0.5 0 0.5 0.880912576569244 0.422398524126038 0 0 1
0.5 0.5 0 0.5 0.306023467564955 0.571613978361711 0 1 0
0.5 0.5 0 0.5 0.404639991000295 0.123863560380414 0 0 1
0.5 0.5 0 0.5 0.103498927783221 0.0978734344244003 1 0 0
0.5 0.5 0 0.5 0.56462876778096 0.0977710688021034 0 0 1
0.5 0.5 0 0.5 0.455108538037166 0.974539929768071 1 1 1
0.5 0.5 0 0.5 0.458573658950627 0.446545420214534 1 0 0
0.5 0.5 0 0.5 0.688761160708964 0.149025477468967 0 0 1
0.5 0.5 0 0.5 0.956277524586767 0.486619869945571 1 0 0
0.5 0.5 0 0.5 0.749338388675824 0.136865804437548 0 0 1
0.5 0.5 0 0.5 0.603529992746189 0.374646313954145 1 0 0
0.5 0.5 0 0.5 0.0466039059683681 0.280440047616139 0 0 1
0.5 0.5 0 0.5 0.256849710363895 0.743110379669815 0 1 0
0.5 0.5 0 0.5 0.262171321548522 0.70914311427623 0 1 0
0.5 0.5 0 0.5 0.254963389830664 0.0222834523301572 0 0 1
0.5 0.5 0 0.5 0.542072756448761 0.155377508373931 0 0 1
0.5 0.5 0 0.5 0.56624652328901 0.446232736110687 1 0 0
0.5 0.5 0 0.5 0.922898843651637 0.365840728627518 0 0 1
0.5 0.5 0 0.5 0.228543642442673 0.160520122852176 0 0 1
0.5 0.5 0 0.5 0.636588275432587 0.294762037461624 0 0 1
0.5 0.5 0 0.5 0.983916688710451 0.229229357792065 0 0 1
0.5 0.5 0 0.5 0.135551539249718 0.686639150371775 0 0 1
0.5 0.5 0 0.5 0.649376346496865 0.382292293244973 0 0 1
0.5 0.5 0 0.5 0.752979947486892 0.485842675669119 1 0 0
0.5 0.5 0 0.5 0.15679858578369 0.235374301671982 0 0 1
0.5 0.5 0 0.5 0.738950058817863 0.177287508267909 0 0 1
0.5 0.5 0 0.5 0.0176469292491674 0.30877147661522 0 0 1
0.5 0.5 0 0.5 0.396031311713159 0.477797782048583 1 1 1
0.5 0.5 0 0.5 0.756311521399766 0.855924484319985 1 1 1
0.5 0.5 0 0.5 0.449824144132435 0.676949449349195 1 1 1
0.5 0.5 0 0.5 0.930454333312809 0.655977900605649 1 1 1
0.5 0.5 0 0.5 0.890547026647255 0.319113103672862 0 0 1
0.5 0.5 0 0.5 0.013429356738925 0.911913277348503 0 0 1
0.5 0.5 0 0.5 0.561367393704131 0.0501465199049562 0 0 1
0.5 0.5 0 0.5 0.41039031650871 0.0892639181111008 0 0 1
0.5 0.5 0 0.5 0.300832908134907 0.564666551304981 0 1 0
0.5 0.5 0 0.5 0.541855947813019 0.963625476695597 1 1 1
0.5 0.5 0 0.5 0.42100289510563 0.198177448939532 0 0 1
0.5 0.5 0 0.5 0.539362288545817 0.678889176109806 1 1 1
0.5 0.5 0 0.5 0.0254520955495536 0.810326943872496 0 0 1
0.5 0.5 0 0.5 0.465022034011781 0.73257282236591 1 1 1
0.5 0.5 0 0.5 0.116578969638795 0.953695968957618 0 0 1
0.5 0.5 0 0.5 0.343924827873707 0.112410773057491 0 0 1
0.5 0.5 0 0.5 0.333801328670233 0.0857422982808203 0 0 1
0.5 0.5 0 0.5 0.478305553086102 0.610744220670313 1 1 1
0.5 0.5 0 0.5 0.738579392665997 0.875475134700537 1 1 1
0.5 0.5 0 0.5 0.695815598592162 0.512910155346617 1 1 1
0.5 0.5 0 0.5 0.163845987757668 0.876473263371736 0 0 1
0.5 0.5 0 0.5 0.0384825330693275 0.454802109161392 0 0 1
0.5 0.5 0 0.5 0.0316296012606472 0.767434487817809 0 0 1
0.5 0.5 0 0.5 0.334719244623557 0.942726807901636 0 1 0
0.5 0.5 0 0.5 0.599527138285339 0.321484267245978 0 0 1
0.5 0.5 0 0.5 0.377156858332455 0.539396423380822 1 1 1
0.5 0.5 0 0.5 0.959390480304137 0.211586910532787 0 0 1
0.5 0.5 0 0.5 0.749505246290937 0.31922332639806 0 0 1
0.5 0.5 0 0.5 0.501572497421876 0.35264693107456 1 0 0
0.5 0.5 0 0.5 0.769994460511953 0.662418460240588 1 1 1
0.5 0.5 0 0.5 0.141523235943168 0.123295238940045 1 0 0
0.5 0.5 0 0.5 0.215315554058179 0.19192859204486 1 0 0
0.5 0.5 0 0.5 0.837795285508037 0.984025187557563 1 1 1
0.5 0.5 0 0.2 0.386148030869663 0.264138688798994 0 0 1
0.5 0.5 0 0.2 0.649660092778504 0.237776603084058 0 0 1
0.5 0.5 0 0.2 0.44745036563836 0.982713780133054 1 1 1
0.5 0.5 0 0.2 0.613430853467435 0.418154860846698 1 0 0
0.5 0.5 0 0.2 0.749485111329705 0.631427962332964 1 1 1
0.5 0.5 0 0.2 0.763592371484265 0.387567344587296 1 0 0
0.5 0.5 0 0.2 0.809580330736935 0.985279257176444 1 1 1
0.5 0.5 0 0.2 0.0990821784362197 0.75715378834866 0 0 1
0.5 0.5 0 0.2 0.970292798709124 0.631916971644387 1 1 1
0.5 0.5 0 0.2 0.9717770263087 0.169958636863157 0 0 1
0.5 0.5 0 0.2 0.354747050208971 0.628638486843556 0 1 0
0.5 0.5 0 0.2 0.290871834848076 0.243788004154339 1 0 0
0.5 0.5 0 0.2 0.713322784984484 0.52683189813979 1 1 1
0.5 0.5 0 0.2 0.0439768845681101 0.410083715571091 0 0 1
0.5 0.5 0 0.2 0.669045790098608 0.37773947045207 1 0 0
0.5 0.5 0 0.2 0.636501756263897 0.7218658386264 1 1 1
0.5 0.5 0 0.2 0.230176545679569 0.75037864013575 0 1 0
0.5 0.5 0 0.2 0.362976336618885 0.896223320625722 0 1 0
0.5 0.5 0 0.2 0.516886896919459 0.977030878188089 1 1 1
0.5 0.5 0 0.2 0.780167460208759 0.16809459682554 0 0 1
0.5 0.5 0 0.2 0.950534146511927 0.3172906357795 0 0 1
0.5 0.5 0 0.2 0.654200817458332 0.154687075410038 0 0 1
0.5 0.5 0 0.2 0.0546546801924706 0.597663626540452 0 0 1
0.5 0.5 0 0.2 0.231703845085576 0.997958182357252 0 1 0
0.5 0.5 0 0.2 0.698147577466443 0.816968904575333 1 1 1
0.5 0.5 0 0.2 0.397281649755314 0.245511463377625 0 0 1
0.5 0.5 0 0.2 0.450524717336521 0.633886511437595 1 1 1
0.5 0.5 0 0.2 0.853156646946445 0.40248059364967 1 0 0
0.5 0.5 0 0.2 0.696237760595977 0.0676068714819849 0 0 1
0.5 0.5 0 0.2 0.82753208023496 0.381553960032761 0 0 1
0.5 0.5 0 0.2 0.981724097393453 0.362860081717372 0 0 1
0.5 0.5 0 0.2 0.885518411174417 0.107258211355656 0 0 1
0.5 0.5 0 0.2 0.110543678048998 0.524328798986971 0 0 1
0.5 0.5 0 0.2 0.958561138948426 0.389792324276641 0 0 1
0.5 0.5 0 0.2 0.910702428314835 0.0727712281513959 0 0 1
0.5 0.5 0 0.2 0.836311329854652 0.768763357773423 1 1 1
0.5 0.5 0 0.2 0.326791162835434 0.206266138702631 0 0 1
0.5 0.5 0 0.2 0.8215959854424 0.683034595800564 1 1 1
0.5 0.5 0 0.2 0.752670449437574 0.700624855002388 1 1 1
0.5 0.5 0 0.2 0.662618438480422 0.362739902222529 0 0 1
0.5 0.5 0 0.2 0.880912576569244 0.422398524126038 1 0 0
0.5 0.5 0 0.2 0.306023467564955 0.571613978361711 0 1 0
0.5 0.5 0 0.2 0.404639991000295 0.123863560380414 0 0 1
0.5 0.5 0 0.2 0.103498927783221 0.0978734344244003 1 0 0
0.5 0.5 0 0.2 0.56462876778096 0.0977710688021034 0 0 1
0.5 0.5 0 0.2 0.455108538037166 0.974539929768071 1 1 1
0.5 0.5 0 0.2 0.458573658950627 0.446545420214534 1 0 0
0.5 0.5 0 0.2 0.688761160708964 0.149025477468967 0 0 1
0.5 0.5 0 0.2 0.956277524586767 0.486619869945571 1 0 0
0.5 0.5 0 0.2 0.749338388675824 0.136865804437548 0 0 1
0.5 0.5 0 0.2 0.603529992746189 0.374646313954145 1 0 0
0.5 0.5 0 0.2 0.0466039059683681 0.280440047616139 0 0 1
0.5 0.5 0 0.2 0.256849710363895 0.743110379669815 0 1 0
0.5 0.5 0 0.2 0.262171321548522 0.70914311427623 0 1 0
0.5 0.5 0 0.2 0.254963389830664 0.0222834523301572 0 0 1
0.5 0.5 0 0.2 0.542072756448761 0.155377508373931 0 0 1
0.5 0.5 0 0.2 0.56624652328901 0.446232736110687 1 0 0
0.5 0.5 0 0.2 0.922898843651637 0.365840728627518 0 0 1
0.5 0.5 0 0.2 0.228543642442673 0.160520122852176 0 0 1
0.5 0.5 0 0.2 0.636588275432587 0.294762037461624 0 0 1
0.5 0.5 0 0.2 0.983916688710451 0.229229357792065 0 0 1
0.5 0.5 0 0.2 0.135551539249718 0.686639150371775 0 0 1
0.5 0.5 0 0.2 0.649376346496865 0.382292293244973 1 0 0
0.5 0.5 0 0.2 0.752979947486892 0.485842675669119 1 0 0
0.5 0.5 0 0.2 0.15679858578369 0.235374301671982 0 0 1
0.5 0.5 0 0.2 0.738950058817863 0.177287508267909 0 0 1
0.5 0.5 0 0.2 0.0176469292491674 0.30877147661522 0 0 1
0.5 0.5 0 0.2 0.396031311713159 0.477797782048583 1 1 1
0.5 0.5 0 0.2 0.756311521399766 0.855924484319985 1 1 1
0.5 0.5 0 0.2 0.449824144132435 0.676949449349195 1 1 1
0.5 0.5 0 0.2 0.930454333312809 0.655977900605649 1 1 1
0.5 0.5 0 0.2 0.890547026647255 0.319113103672862 0 0 1
0.5 0.5 0 0.2 0.013429356738925 0.911913277348503 0 0 1
0.5 0.5 0 0.2 0.561367393704131 0.0501465199049562 0 0 1
0.5 0.5 0 0.2 0.41039031650871 0.0892639181111008 0 0 1
0.5 0.5 0 0.2 0.300832908134907 0.564666551304981 0 1 0
0.5 0.5 0 0.2 0.541855947813019 0.963625476695597 1 1 1
0.5 0.5 0 0.2 0.42100289510563 0.198177448939532 0 0 1
0.5 0.5 0 0.2 0.539362288545817 0.678889176109806 1 1 1
0.5 0.5 0 0.2 0.0254520955495536 0.810326943872496 0 0 1
0.5 0.5 0 0.2 0.465022034011781 0.73257282236591 1 1 1
0.5 0.5 0 0.2 0.116578969638795 0.953695968957618 0 0 1
0.5 0.5 0 0.2 0.343924827873707 0.112410773057491 0 0 1
0.5 0.5 0 0.2 0.333801328670233 0.0857422982808203 0 0 1
0.5 0.5 0 0.2 0.478305553086102 0.610744220670313 1 1 1
0.5 0.5 0 0.2 0.738579392665997 0.875475134700537 1 1 1
0.5 0.5 0 0.2 0.695815598592162 0.512910155346617 1 1 1
0.5 0.5 0 0.2 0.163845987757668 0.876473263371736 0 0 1
0.5 0.5 0 0.2 0.0384825330693275 0.454802109161392 0 0 1
0.5 0.5 0 0.2 0.0316296012606472 0.767434487817809 0 0 1
0.5 0.5 0 0.2 0.334719244623557 0.942726807901636 0 1 0
0.5 0.5 0 0.2 0.599527138285339 0.321484267245978 0 0 1
0.5 0.5 0 0.2 0.377156858332455 0.539396423380822 1 1 1
0.5 0.5 0 0.2 0.959390480304137 0.211586910532787 0 0 1
0.5 0.5 0 0.2 0.749505246290937 0.31922332639806 0 0 1
0.5 0.5 0 0.2 0.501572497421876 0.35264693107456 1 0 0
0.5 0.5 0 0.2 0.769994460511953 0.662418460240588 1 1 1
0.5 0.5 0 0.2 0.141523235943168 0.123295238940045 1 0 0
0.5 0.5 0 0.2 0.215315554058179 0.19192859204486 1 0 0
0.5 0.5 0 0.2 0.837795285508037 0.984025187557563 1 1 1
0.5 0.5 0 0.2 0.386148030869663 0.264138688798994 1 0 0
0.5 0.5 0 0.2 0.649660092778504 0.237776603084058 0 0 1
0.5 0.5 0 0.2 0.44745036563836 0.982713780133054 1 1 1
0.5 0.5 0 0.2 0.613430853467435 0.418154860846698 1 0 0
0.5 0.5 0 0.2 0.749485111329705 0.631427962332964 1 1 1
0.5 0.5 0 0.2 0.763592371484265 0.387567344587296 1 0 0
0.5 0.5 0 0.2 0.809580330736935 0.985279257176444 1 1 1
0.5 0.5 0 0.2 0.0990821784362197 0.75715378834866 0 0 1
0.5 0.5 0 0.2 0.970292798709124 0.631916971644387 1 1 1
0.5 0.5 0 0.2 0.9717770263087 0.169958636863157 0 0 1
0.5 0.5 0 0.2 0.354747050208971 0.628638486843556 1 1 1
0.5 0.5 0 0.2 0.290871834848076 0.243788004154339 1 0 0
0.5 0.5 0 0.2 0.713322784984484 0.52683189813979 1 1 1
0.5 0.5 0 0.2 0.0439768845681101 0.410083715571091 0 0 1
0.5 0.5 0 0.2 0.669045790098608 0.37773947045207 1 0 0
0.5 0.5 0 0.2 0.636501756263897 0.7218658386264 1 1 1
0.5 0.5 0 0.2 0.230176545679569 0.75037864013575 0 1 0
0.5 0.5 0 0.2 0.362976336618885 0.896223320625722 1 1 1
0.5 0.5 0 0.2 0.516886896919459 0.977030878188089 1 1 1
0.5 0.5 0 0.2 0.780167460208759 0.16809459682554 0 0 1
0.5 0.5 0 0.2 0.950534146511927 0.3172906357795 0 0 1
0.5 0.5 0 0.2 0.654200817458332 0.154687075410038 0 0 1
0.5 0.5 0 0.2 0.0546546801924706 0.597663626540452 0 0 1
0.5 0.5 0 0.2 0.231703845085576 0.997958182357252 0 1 0
0.5 0.5 0 0.2 0.698147577466443 0.816968904575333 1 1 1
0.5 0.5 0 0.2 0.397281649755314 0.245511463377625 1 0 0
0.5 0.5 0 0.2 0.450524717336521 0.633886511437595 1 1 1
0.5 0.5 0 0.2 0.853156646946445 0.40248059364967 1 0 0
0.5 0.5 0 0.2 0.696237760595977 0.0676068714819849 0 0 1
0.5 0.5 0 0.2 0.82753208023496 0.381553960032761 1 0 0
0.5 0.5 0 0.2 0.981724097393453 0.362860081717372 1 0 0
0.5 0.5 0 0.2 0.885518411174417 0.107258211355656 0 0 1
0.5 0.5 0 0.2 0.110543678048998 0.524328798986971 0 0 1
0.5 0.5 0 0.2 0.958561138948426 0.389792324276641 1 0 0
0.5 0.5 0 0.2 0.910702428314835 0.0727712281513959 0 0 1
0.5 0.5 0 0.2 0.836311329854652 0.768763357773423 1 1 1
0.5 0.5 0 0.2 0.326791162835434 0.206266138702631 1 0 0
0.5 0.5 0 0.2 0.8215959854424 0.683034595800564 1 1 1
0.5 0.5 0 0.2 0.752670449437574 0.700624855002388 1 1 1
0.5 0.5 0 0.2 0.662618438480422 0.362739902222529 1 0 0
0.5 0.5 0 0.2 0.880912576569244 0.422398524126038 1 0 0
0.5 0.5 0 0.2 0.306023467564955 0.571613978361711 1 1 1
0.5 0.5 0 0.2 0.404639991000295 0.123863560380414 0 0 1
0.5 0.5 0 0.2 0.103498927783221 0.0978734344244003 1 0 0
0.5 0.5 0 0.2 0.56462876778096 0.0977710688021034 0 0 1
0.5 0.5 0 0.2 0.455108538037166 0.974539929768071 1 1 1
0.5 0.5 0 0.2 0.458573658950627 0.446545420214534 1 1 1
0.5 0.5 0 0.2 0.688761160708964 0.149025477468967 0 0 1
0.5 0.5 0 0.2 0.956277524586767 0.486619869945571 1 0 0
0.5 0.5 0 0.2 0.749338388675824 0.136865804437548 0 0 1
0.5 0.5 0 0.2 0.603529992746189 0.374646313954145 1 0 0
0.5 0.5 0 0.2 0.0466039059683681 0.280440047616139 0 0 1
0.5 0.5 0 0.2 0.256849710363895 0.743110379669815 0 1 0
0.5 0.5 0 0.2 0.262171321548522 0.70914311427623 0 1 0
0.5 0.5 0 0.2 0.254963389830664 0.0222834523301572 0 0 1
0.5 0.5 0 0.2 0.542072756448761 0.155377508373931 0 0 1
0.5 0.5 0 0.2 0.56624652328901 0.446232736110687 1 1 1
0.5 0.5 0 0.2 0.922898843651637 0.365840728627518 1 0 0
0.5 0.5 0 0.2 0.228543642442673 0.160520122852176 1 0 0
0.5 0.5 0 0.2 0.636588275432587 0.294762037461624 1 0 0
0.5 0.5 0 0.2 0.983916688710451 0.229229357792065 0 0 1
0.5 0.5 0 0.2 0.135551539249718 0.686639150371775 0 0 1
0.5 0.5 0 0.2 0.649376346496865 0.382292293244973 1 0 0
0.5 0.5 0 0.2 0.752979947486892 0.485842675669119 1 1 1
0.5 0.5 0 0.2 0.15679858578369 0.235374301671982 1 0 0
0.5 0.5 0 0.2 0.738950058817863 0.177287508267909 0 0 1
0.5 0.5 0 0.2 0.0176469292491674 0.30877147661522 0 0 1
0.5 0.5 0 0.2 0.396031311713159 0.477797782048583 1 1 1
0.5 0.5 0 0.2 0.756311521399766 0.855924484319985 1 1 1
0.5 0.5 0 0.2 0.449824144132435 0.676949449349195 1 1 1
0.5 0.5 0 0.2 0.930454333312809 0.655977900605649 1 1 1
0.5 0.5 0 0.2 0.890547026647255 0.319113103672862 0 0 1
0.5 0.5 0 0.2 0.013429356738925 0.911913277348503 0 0 1
0.5 0.5 0 0.2 0.561367393704131 0.0501465199049562 0 0 1
0.5 0.5 0 0.2 0.41039031650871 0.0892639181111008 0 0 1
0.5 0.5 0 0.2 0.300832908134907 0.564666551304981 1 1 1
0.5 0.5 0 0.2 0.541855947813019 0.963625476695597 1 1 1
0.5 0.5 0 0.2 0.42100289510563 0.198177448939532 0 0 1
0.5 0.5 0 0.2 0.539362288545817 0.678889176109806 1 1 1
0.5 0.5 0 0.2 0.0254520955495536 0.810326943872496 0 0 1
0.5 0.5 0 0.2 0.465022034011781 0.73257282236591 1 1 1
0.5 0.5 0 0.2 0.116578969638795 0.953695968957618 0 0 1
0.5 0.5 0 0.2 0.343924827873707 0.112410773057491 0 0 1
0.5 0.5 0 0.2 0.333801328670233 0.0857422982808203 0 0 1
0.5 0.5 0 0.2 0.478305553086102 0.610744220670313 1 1 1
