"hf" "hm" "C" "r" "sf" "sm" "Poly" "eigPoly" "agree"
0.5 0.5 0 0.5 0.0357203292427585 0.0748571040807292 0 0 1
0.5 0.5 0 0.5 0.0248511128593236 0.00259485361166298 0 0 1
0.5 0.5 0 0.5 0.0379541776375845 0.0633497078903019 0 1 0
0.5 0.5 0 0.5 0.0841209962265566 0.0517355510033667 0 0 1
0.5 0.5 0 0.5 0.000165966479107738 0.00355180292390287 1 0 0
0.5 0.5 0 0.5 0.0784600248094648 0.0702413521241397 1 0 0
0.5 0.5 0 0.5 0.0523938394151628 0.0199127611704171 0 0 1
0.5 0.5 0 0.5 0.0397493560332805 0.0203362893080339 0 0 1
0.5 0.5 0 0.5 0.0241096829762682 0.070965515053831 0 0 1
0.5 0.5 0 0.5 0.0049166860524565 0.000900011346675456 1 0 0
0.5 0.5 0 0.5 0.0295012895483524 0.0231380544835702 1 0 0
0.5 0.5 0 0.5 0.027151020988822 0.0335852346615866 1 0 0
0.5 0.5 0 0.5 0.0318673427915201 0.0572696374030784 0 0 1
0.5 0.5 0 0.5 0.0384432869963348 0.0233372678048909 0 0 1
0.5 0.5 0 0.5 0.0621866376139224 0.0576936521101743 1 0 0
0.5 0.5 0 0.5 0.0812410267069936 0.0863331825705245 1 0 0
0.5 0.5 0 0.5 0.0344019792508334 0.0509957720758393 0 0 1
0.5 0.5 0 0.5 0.0283466715132818 0.0417027863208205 0 0 1
0.5 0.5 0 0.5 0.00960455350577831 0.0532263353932649 0 0 1
0.5 0.5 0 0.5 0.0206537797581404 0.0524549769470468 0 0 1
0.5 0.5 0 0.5 0.0798306948505342 0.0594992860220373 0 0 1
0.5 0.5 0 0.5 0.0452405161689967 0.0317824727389961 0 0 1
0.5 0.5 0 0.5 0.0817497484153137 0.0227729281410575 0 0 1
0.5 0.5 0 0.5 0.0576968359528109 0.00318026118911803 0 0 1
0.5 0.5 0 0.5 0.0658322057221085 0.0595899766776711 1 0 0
0.5 0.5 0 0.5 0.0947628277819604 0.0121562373591587 0 0 1
0.5 0.5 0 0.5 0.0487325111636892 0.0784673570655286 0 1 0
0.5 0.5 0 0.5 0.00600343204569072 0.0777653346769512 0 0 1
0.5 0.5 0 0.5 0.0139423670014367 0.0599708124995232 0 0 1
0.5 0.5 0 0.5 0.000590056576766074 0.0502905917819589 0 0 1
0.5 0.5 0 0.5 0.013339770026505 0.0246679447591305 0 0 1
0.5 0.5 0 0.5 0.0842573336325586 0.0345368919195607 0 0 1
0.5 0.5 0 0.5 0.0746404179139063 0.00565774985589087 0 0 1
0.5 0.5 0 0.5 0.0804775498108938 0.0961642360780388 1 0 0
0.5 0.5 0 0.5 0.071408390859142 0.032048019580543 0 0 1
0.5 0.5 0 0.5 0.0579661570489407 0.0282776928739622 0 0 1
0.5 0.5 0 0.5 0.0739381127757952 0.0855260157492012 1 0 0
0.5 0.5 0 0.5 0.0976247314130888 0.0591913296841085 0 0 1
0.5 0.5 0 0.5 0.0170648695202544 0.00478177680633962 0 0 1
0.5 0.5 0 0.5 0.0948446018621326 0.0537652854342014 0 0 1
0.5 0.5 0 0.5 0.0649562136037275 0.079881257051602 0 0 1
0.5 0.5 0 0.5 0.00152491659391671 0.0472108603222296 0 0 1
0.5 0.5 0 0.5 0.090787848434411 0.0190472535556182 0 0 1
0.5 0.5 0 0.5 0.0336404228350148 0.0313447815831751 1 0 0
0.5 0.5 0 0.5 0.0675670358585194 0.0414854218717665 0 0 1
0.5 0.5 0 0.5 0.0664060994284228 0.0611615770729259 1 0 0
0.5 0.5 0 0.5 0.0196118109393865 0.0813235072884709 0 0 1
0.5 0.5 0 0.5 0.0745457802899182 0.026109637063928 0 0 1
0.5 0.5 0 0.5 0.043569378182292 0.0882082496304065 0 0 1
0.5 0.5 0 0.5 0.00841487341094762 0.0738816997501999 0 0 1
0.5 0.5 0 0.5 0.0198224347317591 0.017170160706155 1 0 0
0.5 0.5 0 0.5 0.00829841650556773 0.090303798392415 0 0 1
0.5 0.5 0 0.5 0.0114430788671598 0.0794826826779172 0 0 1
0.5 0.5 0 0.5 0.0334161454811692 0.0695790878497064 0 0 1
0.5 0.5 0 0.5 0.0544292109552771 0.0995430111885071 0 0 1
0.5 0.5 0 0.5 0.0369703260017559 0.073095526592806 0 0 1
0.5 0.5 0 0.5 0.0509076190181077 0.00449424178805202 0 0 1
0.5 0.5 0 0.5 0.0191484268754721 0.0102839316008613 1 0 0
0.5 0.5 0 0.5 0.0687874104594812 0.0703036230057478 1 0 0
0.5 0.5 0 0.5 0.0760883265873417 0.0368394982069731 0 0 1
0.5 0.5 0 0.5 0.0621404950274155 0.00515291239134967 0 0 1
0.5 0.5 0 0.5 0.0354995247442275 0.0684087964938953 0 0 1
0.5 0.5 0 0.5 0.0599607852520421 0.0933146989904344 0 1 0
0.5 0.5 0 0.5 0.0371559031307697 0.0818966766353697 0 0 1
0.5 0.5 0 0.5 0.00988867385312915 0.0393975574756041 0 0 1
0.5 0.5 0 0.5 0.0363521882332861 0.0854980988660827 0 0 1
0.5 0.5 0 0.5 0.0479688012739643 0.00201054469216615 0 0 1
0.5 0.5 0 0.5 0.0513165875803679 0.0784282345557585 0 0 1
0.5 0.5 0 0.5 0.0517717085545883 0.0794153744354844 0 0 1
0.5 0.5 0 0.5 0.0770620518131182 0.062506997352466 0 0 1
0.5 0.5 0 0.5 0.0969936090987176 0.0325726194772869 0 0 1
0.5 0.5 0 0.5 0.0943769925739616 0.0212615668773651 0 0 1
0.5 0.5 0 0.5 0.0334377365186811 0.0111664197174832 0 0 1
0.5 0.5 0 0.5 0.0566131690749899 0.0179328482598066 0 0 1
0.5 0.5 0 0.5 0.0259782296605408 0.0958810782525688 0 0 1
0.5 0.5 0 0.5 0.0398882168810815 0.025422468339093 0 0 1
0.5 0.5 0 0.5 0.0715056037995964 0.0922245347173885 0 0 1
0.5 0.5 0 0.5 0.0925176341552287 0.0180934557691216 0 0 1
0.5 0.5 0 0.5 0.0437645014608279 0.098319562128745 0 0 1
0.5 0.5 0 0.5 0.00102488645352423 0.0842387852724642 0 0 1
0.5 0.5 0 0.5 0.0149042441975325 0.0908046144060791 0 0 1
0.5 0.5 0 0.5 0.0560306797036901 0.0850586730754003 0 0 1
0.5 0.5 0 0.5 0.0415117744356394 0.038319155247882 1 0 0
0.5 0.5 0 0.5 0.0312279875157401 0.0603829551720992 0 0 1
0.5 0.5 0 0.5 0.0574624555185437 0.0169574001105502 0 0 1
0.5 0.5 0 0.5 0.0336551418760791 0.0776141832815483 0 0 1
0.5 0.5 0 0.5 0.0531972270458937 0.0134050564607605 0 0 1
0.5 0.5 0 0.5 0.0126105896662921 0.0438065002905205 0 0 1
0.5 0.5 0 0.5 0.0424993881722912 0.0341975062154233 1 0 0
0.5 0.5 0 0.5 0.0532216958003119 0.0895485770655796 0 1 0
0.5 0.5 0 0.5 0.015311132511124 0.0554073340026662 0 0 1
0.5 0.5 0 0.5 0.0236929594306275 0.0651342294877395 0 0 1
0.5 0.5 0 0.5 0.0547469788230956 0.0282142878510058 0 0 1
0.5 0.5 0 0.5 0.0676085879793391 0.0716568543110043 1 0 0
0.5 0.5 0 0.5 0.0969405556097627 0.0941878277808428 1 0 0
0.5 0.5 0 0.5 0.0927593475673348 0.0590271433349699 0 0 1
0.5 0.5 0 0.5 0.0837617398006842 0.0931529897963628 1 0 0
0.5 0.5 0 0.5 0.029740604525432 0.0737316773971543 0 0 1
0.5 0.5 0 0.5 0.0983559671789408 0.04648696212098 0 0 1
0.5 0.5 0 0.5 0.0550156652694568 0.0617733364691958 1 0 0
0.5 0.5 0 0.2 0.0357203292427585 0.0748571040807292 0 0 1
0.5 0.5 0 0.2 0.0248511128593236 0.00259485361166298 0 0 1
0.5 0.5 0 0.2 0.0379541776375845 0.0633497078903019 0 1 0
0.5 0.5 0 0.2 0.0841209962265566 0.0517355510033667 0 0 1
0.5 0.5 0 0.2 0.000165966479107738 0.00355180292390287 1 0 0
0.5 0.5 0 0.2 0.0784600248094648 0.0702413521241397 1 0 0
0.5 0.5 0 0.2 0.0523938394151628 0.0199127611704171 0 0 1
0.5 0.5 0 0.2 0.0397493560332805 0.0203362893080339 0 0 1
0.5 0.5 0 0.2 0.0241096829762682 0.070965515053831 0 0 1
0.5 0.5 0 0.2 0.0049166860524565 0.000900011346675456 1 0 0
0.5 0.5 0 0.2 0.0295012895483524 0.0231380544835702 1 0 0
0.5 0.5 0 0.2 0.027151020988822 0.0335852346615866 1 0 0
0.5 0.5 0 0.2 0.0318673427915201 0.0572696374030784 0 0 1
0.5 0.5 0 0.2 0.0384432869963348 0.0233372678048909 0 0 1
0.5 0.5 0 0.2 0.0621866376139224 0.0576936521101743 1 0 0
0.5 0.5 0 0.2 0.0812410267069936 0.0863331825705245 1 0 0
0.5 0.5 0 0.2 0.0344019792508334 0.0509957720758393 0 0 1
0.5 0.5 0 0.2 0.0283466715132818 0.0417027863208205 0 0 1
0.5 0.5 0 0.2 0.00960455350577831 0.0532263353932649 0 0 1
0.5 0.5 0 0.2 0.0206537797581404 0.0524549769470468 0 0 1
0.5 0.5 0 0.2 0.0798306948505342 0.0594992860220373 0 0 1
0.5 0.5 0 0.2 0.0452405161689967 0.0317824727389961 0 0 1
0.5 0.5 0 0.2 0.0817497484153137 0.0227729281410575 0 0 1
0.5 0.5 0 0.2 0.0576968359528109 0.00318026118911803 0 0 1
0.5 0.5 0 0.2 0.0658322057221085 0.0595899766776711 1 0 0
0.5 0.5 0 0.2 0.0947628277819604 0.0121562373591587 0 0 1
0.5 0.5 0 0.2 0.0487325111636892 0.0784673570655286 0 1 0
0.5 0.5 0 0.2 0.00600343204569072 0.0777653346769512 0 0 1
0.5 0.5 0 0.2 0.0139423670014367 0.0599708124995232 0 0 1
0.5 0.5 0 0.2 0.000590056576766074 0.0502905917819589 0 0 1
0.5 0.5 0 0.2 0.013339770026505 0.0246679447591305 0 0 1
0.5 0.5 0 0.2 0.0842573336325586 0.0345368919195607 0 0 1
0.5 0.5 0 0.2 0.0746404179139063 0.00565774985589087 0 0 1
0.5 0.5 0 0.2 0.0804775498108938 0.0961642360780388 1 0 0
0.5 0.5 0 0.2 0.071408390859142 0.032048019580543 0 0 1
0.5 0.5 0 0.2 0.0579661570489407 0.0282776928739622 0 0 1
0.5 0.5 0 0.2 0.0739381127757952 0.0855260157492012 1 0 0
0.5 0.5 0 0.2 0.0976247314130888 0.0591913296841085 0 0 1
0.5 0.5 0 0.2 0.0170648695202544 0.00478177680633962 0 0 1
0.5 0.5 0 0.2 0.0948446018621326 0.0537652854342014 0 0 1
0.5 0.5 0 0.2 0.0649562136037275 0.079881257051602 0 0 1
0.5 0.5 0 0.2 0.00152491659391671 0.0472108603222296 0 0 1
0.5 0.5 0 0.2 0.090787848434411 0.0190472535556182 0 0 1
0.5 0.5 0 0.2 0.0336404228350148 0.0313447815831751 1 0 0
0.5 0.5 0 0.2 0.0675670358585194 0.0414854218717665 0 0 1
0.5 0.5 0 0.2 0.0664060994284228 0.0611615770729259 1 0 0
0.5 0.5 0 0.2 0.0196118109393865 0.0813235072884709 0 0 1
0.5 0.5 0 0.2 0.0745457802899182 0.026109637063928 0 0 1
0.5 0.5 0 0.2 0.043569378182292 0.0882082496304065 0 0 1
0.5 0.5 0 0.2 0.00841487341094762 0.0738816997501999 0 0 1
0.5 0.5 0 0.2 0.0198224347317591 0.017170160706155 1 0 0
0.5 0.5 0 0.2 0.00829841650556773 0.090303798392415 0 0 1
0.5 0.5 0 0.2 0.0114430788671598 0.0794826826779172 0 0 1
0.5 0.5 0 0.2 0.0334161454811692 0.0695790878497064 0 0 1
0.5 0.5 0 0.2 0.0544292109552771 0.0995430111885071 0 0 1
0.5 0.5 0 0.2 0.0369703260017559 0.073095526592806 0 0 1
0.5 0.5 0 0.2 0.0509076190181077 0.00449424178805202 0 0 1
0.5 0.5 0 0.2 0.0191484268754721 0.0102839316008613 1 0 0
0.5 0.5 0 0.2 0.0687874104594812 0.0703036230057478 1 0 0
0.5 0.5 0 0.2 0.0760883265873417 0.0368394982069731 0 0 1
0.5 0.5 0 0.2 0.0621404950274155 0.00515291239134967 0 0 1
0.5 0.5 0 0.2 0.0354995247442275 0.0684087964938953 0 0 1
0.5 0.5 0 0.2 0.0599607852520421 0.0933146989904344 0 1 0
0.5 0.5 0 0.2 0.0371559031307697 0.0818966766353697 0 0 1
0.5 0.5 0 0.2 0.00988867385312915 0.0393975574756041 0 0 1
0.5 0.5 0 0.2 0.0363521882332861 0.0854980988660827 0 0 1
0.5 0.5 0 0.2 0.0479688012739643 0.00201054469216615 0 0 1
0.5 0.5 0 0.2 0.0513165875803679 0.0784282345557585 0 0 1
0.5 0.5 0 0.2 0.0517717085545883 0.0794153744354844 0 0 1
0.5 0.5 0 0.2 0.0770620518131182 0.062506997352466 0 0 1
0.5 0.5 0 0.2 0.0969936090987176 0.0325726194772869 0 0 1
0.5 0.5 0 0.2 0.0943769925739616 0.0212615668773651 0 0 1
0.5 0.5 0 0.2 0.0334377365186811 0.0111664197174832 0 0 1
0.5 0.5 0 0.2 0.0566131690749899 0.0179328482598066 0 0 1
0.5 0.5 0 0.2 0.0259782296605408 0.0958810782525688 0 0 1
0.5 0.5 0 0.2 0.0398882168810815 0.025422468339093 0 0 1
0.5 0.5 0 0.2 0.0715056037995964 0.0922245347173885 0 0 1
0.5 0.5 0 0.2 0.0925176341552287 0.0180934557691216 0 0 1
0.5 0.5 0 0.2 0.0437645014608279 0.098319562128745 0 0 1
0.5 0.5 0 0.2 0.00102488645352423 0.0842387852724642 0 0 1
0.5 0.5 0 0.2 0.0149042441975325 0.0908046144060791 0 0 1
0.5 0.5 0 0.2 0.0560306797036901 0.0850586730754003 0 0 1
0.5 0.5 0 0.2 0.0415117744356394 0.038319155247882 1 0 0
0.5 0.5 0 0.2 0.0312279875157401 0.0603829551720992 0 0 1
0.5 0.5 0 0.2 0.0574624555185437 0.0169574001105502 0 0 1
0.5 0.5 0 0.2 0.0336551418760791 0.0776141832815483 0 0 1
0.5 0.5 0 0.2 0.0531972270458937 0.0134050564607605 0 0 1
0.5 0.5 0 0.2 0.0126105896662921 0.0438065002905205 0 0 1
0.5 0.5 0 0.2 0.0424993881722912 0.0341975062154233 1 0 0
0.5 0.5 0 0.2 0.0532216958003119 0.0895485770655796 0 1 0
0.5 0.5 0 0.2 0.015311132511124 0.0554073340026662 0 0 1
0.5 0.5 0 0.2 0.0236929594306275 0.0651342294877395 0 0 1
0.5 0.5 0 0.2 0.0547469788230956 0.0282142878510058 0 0 1
0.5 0.5 0 0.2 0.0676085879793391 0.0716568543110043 1 0 0
0.5 0.5 0 0.2 0.0969405556097627 0.0941878277808428 1 0 0
0.5 0.5 0 0.2 0.0927593475673348 0.0590271433349699 0 0 1
0.5 0.5 0 0.2 0.0837617398006842 0.0931529897963628 1 0 0
0.5 0.5 0 0.2 0.029740604525432 0.0737316773971543 0 0 1
0.5 0.5 0 0.2 0.0983559671789408 0.04648696212098 0 0 1
0.5 0.5 0 0.2 0.0550156652694568 0.0617733364691958 1 0 0
0.5 0.5 0 0.2 0.0357203292427585 0.0748571040807292 0 0 1
0.5 0.5 0 0.2 0.0248511128593236 0.00259485361166298 0 0 1
0.5 0.5 0 0.2 0.0379541776375845 0.0633497078903019 0 1 0
0.5 0.5 0 0.2 0.0841209962265566 0.0517355510033667 0 0 1
0.5 0.5 0 0.2 0.000165966479107738 0.00355180292390287 1 0 0
0.5 0.5 0 0.2 0.0784600248094648 0.0702413521241397 1 0 0
0.5 0.5 0 0.2 0.0523938394151628 0.0199127611704171 0 0 1
0.5 0.5 0 0.2 0.0397493560332805 0.0203362893080339 0 0 1
0.5 0.5 0 0.2 0.0241096829762682 0.070965515053831 0 0 1
0.5 0.5 0 0.2 0.0049166860524565 0.000900011346675456 1 0 0
0.5 0.5 0 0.2 0.0295012895483524 0.0231380544835702 0 0 1
0.5 0.5 0 0.2 0.027151020988822 0.0335852346615866 0 0 1
0.5 0.5 0 0.2 0.0318673427915201 0.0572696374030784 0 0 1
0.5 0.5 0 0.2 0.0384432869963348 0.0233372678048909 0 0 1
0.5 0.5 0 0.2 0.0621866376139224 0.0576936521101743 1 0 0
0.5 0.5 0 0.2 0.0812410267069936 0.0863331825705245 1 0 0
0.5 0.5 0 0.2 0.0344019792508334 0.0509957720758393 0 0 1
0.5 0.5 0 0.2 0.0283466715132818 0.0417027863208205 0 0 1
0.5 0.5 0 0.2 0.00960455350577831 0.0532263353932649 0 0 1
0.5 0.5 0 0.2 0.0206537797581404 0.0524549769470468 0 0 1
0.5 0.5 0 0.2 0.0798306948505342 0.0594992860220373 0 0 1
0.5 0.5 0 0.2 0.0452405161689967 0.0317824727389961 0 0 1
0.5 0.5 0 0.2 0.0817497484153137 0.0227729281410575 0 0 1
0.5 0.5 0 0.2 0.0576968359528109 0.00318026118911803 0 0 1
0.5 0.5 0 0.2 0.0658322057221085 0.0595899766776711 1 0 0
0.5 0.5 0 0.2 0.0947628277819604 0.0121562373591587 0 0 1
0.5 0.5 0 0.2 0.0487325111636892 0.0784673570655286 0 1 0
0.5 0.5 0 0.2 0.00600343204569072 0.0777653346769512 0 0 1
0.5 0.5 0 0.2 0.0139423670014367 0.0599708124995232 0 0 1
0.5 0.5 0 0.2 0.000590056576766074 0.0502905917819589 0 0 1
0.5 0.5 0 0.2 0.013339770026505 0.0246679447591305 0 0 1
0.5 0.5 0 0.2 0.0842573336325586 0.0345368919195607 0 0 1
0.5 0.5 0 0.2 0.0746404179139063 0.00565774985589087 0 0 1
0.5 0.5 0 0.2 0.0804775498108938 0.0961642360780388 1 0 0
0.5 0.5 0 0.2 0.071408390859142 0.032048019580543 0 0 1
0.5 0.5 0 0.2 0.0579661570489407 0.0282776928739622 0 0 1
0.5 0.5 0 0.2 0.0739381127757952 0.0855260157492012 1 0 0
0.5 0.5 0 0.2 0.0976247314130888 0.0591913296841085 0 0 1
0.5 0.5 0 0.2 0.0170648695202544 0.00478177680633962 0 0 1
0.5 0.5 0 0.2 0.0948446018621326 0.0537652854342014 0 0 1
0.5 0.5 0 0.2 0.0649562136037275 0.079881257051602 0 0 1
0.5 0.5 0 0.2 0.00152491659391671 0.0472108603222296 0 0 1
0.5 0.5 0 0.2 0.090787848434411 0.0190472535556182 0 0 1
0.5 0.5 0 0.2 0.0336404228350148 0.0313447815831751 1 0 0
0.5 0.5 0 0.2 0.0675670358585194 0.0414854218717665 0 0 1
0.5 0.5 0 0.2 0.0664060994284228 0.0611615770729259 1 0 0
0.5 0.5 0 0.2 0.0196118109393865 0.0813235072884709 0 0 1
0.5 0.5 0 0.2 0.0745457802899182 0.026109637063928 0 0 1
0.5 0.5 0 0.2 0.043569378182292 0.0882082496304065 0 0 1
0.5 0.5 0 0.2 0.00841487341094762 0.0738816997501999 0 0 1
0.5 0.5 0 0.2 0.0198224347317591 0.017170160706155 1 0 0
0.5 0.5 0 0.2 0.00829841650556773 0.090303798392415 0 0 1
0.5 0.5 0 0.2 0.0114430788671598 0.0794826826779172 0 0 1
0.5 0.5 0 0.2 0.0334161454811692 0.0695790878497064 0 0 1
0.5 0.5 0 0.2 0.0544292109552771 0.0995430111885071 0 1 0
0.5 0.5 0 0.2 0.0369703260017559 0.073095526592806 0 0 1
0.5 0.5 0 0.2 0.0509076190181077 0.00449424178805202 0 0 1
0.5 0.5 0 0.2 0.0191484268754721 0.0102839316008613 0 0 1
0.5 0.5 0 0.2 0.0687874104594812 0.0703036230057478 1 0 0
0.5 0.5 0 0.2 0.0760883265873417 0.0368394982069731 0 0 1
0.5 0.5 0 0.2 0.0621404950274155 0.00515291239134967 0 0 1
0.5 0.5 0 0.2 0.0354995247442275 0.0684087964938953 0 0 1
0.5 0.5 0 0.2 0.0599607852520421 0.0933146989904344 0 1 0
0.5 0.5 0 0.2 0.0371559031307697 0.0818966766353697 0 0 1
0.5 0.5 0 0.2 0.00988867385312915 0.0393975574756041 0 0 1
0.5 0.5 0 0.2 0.0363521882332861 0.0854980988660827 0 0 1
0.5 0.5 0 0.2 0.0479688012739643 0.00201054469216615 0 0 1
